PUMFID,TBC_05A,TBC_05BR,TBC_10AR,TBC_10BR,TBC_15,TBC_20R,TBC_25QR,TBC_30AR,TBC_30BR,TBC_30CR,TBC_30DR,TBC_30ER,TBC_30FR,TBC_30GR,TBC_35,TBC_40,TBC_41A,TBC_41BR,TBC_45AR,TBC_45B,TBC_45F,TBC_45GR,TBC_50R,OTP_05AR,OTP_05BR,OTP_05CR,OTP_05DR,OTP_05ER,VAP_05AR,VAP_05BR,VAP_10R,VAP_15AR,VAP_15BR,VAP_15CR,VAP_20R,VAP_21R,VAP_30R,VAP_35R,VAP_40A,VAP_40BR,VAP_40HR,VAP_41A,VAP_41BR,VAP_41IR,VAP_45R,VAP_60,CAN_05A,CAN_05BR,CAN_10A,CAN_10BR,CAN_15AR,CAN_15BR,CAN_17R,CAN_20A,CAN_20BR,CAN_25AR,CAN_25BR,CAN_30AR,CAN_30BR,CAN_30CR,CAN_30G,IU_05R,ALC_05,ALC_10R,GENDER,AGEGROUP,PROV_C,ED_05R,INDFLGR,PGDVFLR,SORFLGR,LTC_10R,GEN_01,GEN_05,DV_SS,DV_SSB,DV_VC30,DV_VC30B,DV_VP30R,DVCAN30B,DVVP30BR,FIRSTTRR,CIGWAVR,DV_ALC30,DV_CAN30,WTPP,VERDATE
72862,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,24,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,920.8119,11SEP2023
72863,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,5,24,3,2,1,2,2,1,1,3,4,2,3,2,3,3,6,96,2,2,5336.3706,11SEP2023
72864,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,24,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,769.414,11SEP2023
72865,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,3,46,3,2,2,2,2,1,2,3,4,2,3,2,3,3,6,96,1,2,2149.9222,11SEP2023
72866,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,5,1,3,48,3,2,2,2,2,4,4,3,4,2,3,2,3,3,6,96,1,2,3713.1388,11SEP2023
72867,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,4,4,96,6,96,1,1,5,3,6,1,2,2,2,6,2,6,1,4,11,3,2,2,2,2,2,2,3,4,2,3,2,3,3,3,96,1,2,216.6073,11SEP2023
72868,1,2,1,6,1,6,96,3,3,3,3,3,3,3,2,1,1,2,2,1,2,2,2,4,4,4,4,4,1,5,2,2,0,0,2,1,2,4,2,1,2,2,1,2,1,4,1,4,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,5,2,4,10,2,2,2,2,2,2,3,1,1,2,3,1,3,2,1,4,2,2,760.8847,11SEP2023
72869,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,1,4,96,6,96,1,1,3,3,6,1,1,1,1,3,3,4,2,2,59,9,9,9,9,2,1,3,3,4,2,3,2,3,3,3,96,1,2,890.8101,11SEP2023
72870,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,6,35,2,2,2,2,2,2,1,3,4,2,3,2,3,3,6,96,2,2,11554.5048,11SEP2023
72871,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,1448.7311,11SEP2023
72872,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,7,4,96,6,96,2,2,96,6,6,6,6,6,6,6,2,1,1,7,10,1,2,2,2,2,2,2,3,4,2,3,2,3,3,3,96,1,2,724.9397,11SEP2023
72873,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,11,9,9,9,9,2,1,2,3,4,2,3,2,3,3,6,96,2,2,89.605,11SEP2023
72874,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,24,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,706.9673,11SEP2023
72875,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,24,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,2,2,742.8463,11SEP2023
72876,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,1,1,1,3,24,2,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,1,2,7040.1922,11SEP2023
72877,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,2,1,5,48,3,1,2,2,2,2,3,3,4,2,3,2,3,3,6,96,1,2,5290.7898,11SEP2023
72878,1,4,2,1,2,6,96,0,0,1,0,1,0,0,2,2,6,6,1,2,2,2,2,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,4,59,3,2,1,1,2,2,1,1,2,2,3,2,3,3,1,1,2,2,6759.0205,11SEP2023
72879,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,3,1,2,24,9,9,9,9,1,1,1,3,4,2,3,2,3,3,6,96,1,2,987.6273,11SEP2023
72880,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,2,2,2,96,2,1,3,2,2,2,2,1,2,6,3,6,2,1,35,9,9,9,9,2,4,5,3,4,1,2,2,2,3,3,96,1,1,1372.6176,11SEP2023
72881,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,1,48,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,1,2,911.6015,11SEP2023
72882,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,6,35,2,2,2,2,1,4,1,3,4,2,3,2,3,3,6,96,2,2,3518.8692,11SEP2023
72883,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,7,35,2,2,2,2,2,4,4,3,4,2,3,2,3,3,6,96,1,2,2702.4154,11SEP2023
72884,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,3,35,3,2,1,1,2,2,3,3,4,2,3,2,3,3,6,96,1,2,16591.8495,11SEP2023
72885,1,3,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,7,2,5,59,2,2,2,2,2,3,3,2,3,2,3,2,3,3,3,96,1,2,5359.7411,11SEP2023
72886,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,2,5,46,2,2,2,2,1,3,3,3,4,2,3,2,3,3,6,96,1,2,742.9298,11SEP2023
72887,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,5,2,2,48,9,9,9,9,2,4,4,3,4,2,3,2,3,3,6,96,1,2,1087.2408,11SEP2023
72888,1,1,2,9,1,6,96,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,2,2,6,13,1,2,2,2,2,1,1,1,2,2,3,2,3,3,1,1,1,2,1189.8015,11SEP2023
72889,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,2,1,2,96,2,1,7,3,6,2,1,2,2,3,4,7,2,5,12,2,2,2,2,2,3,3,2,3,2,3,2,2,3,3,96,2,1,1051.0047,11SEP2023
72890,1,2,4,6,1,1,1,0,0,0,0,0,0,0,4,1,1,2,2,1,1,2,1,4,4,4,4,4,1,5,1,6,99,99,3,1,2,4,1,2,2,1,2,2,1,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,1,4,46,2,2,2,2,2,3,3,2,3,2,3,1,3,1,1,1,2,2,1967.0672,11SEP2023
72891,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,1,7,11,2,2,2,9,2,2,2,2,3,2,3,2,3,3,1,96,2,2,188.7724,11SEP2023
72892,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,3,1,4,24,2,2,2,2,2,3,4,2,3,2,3,2,3,3,1,96,1,2,7840.448,11SEP2023
72893,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,47,2,2,2,2,1,3,2,2,3,2,3,2,3,3,1,96,2,2,1836.9849,11SEP2023
72894,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,1,1,35,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,1692.6468,11SEP2023
72895,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,6,1,7,35,3,2,2,2,2,3,2,2,3,2,3,2,3,3,1,96,1,2,5459.8628,11SEP2023
72896,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,3,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,1,3,3,6,2,2,1,2,1,2,3,1,2,12,9,9,9,9,2,1,1,3,4,2,3,2,3,3,1,96,1,2,687.1089,11SEP2023
72897,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,5,2,0,0,0,1,1,2,1,2,2,1,2,2,1,1,3,1,4,4,96,6,96,1,2,96,6,6,6,6,6,6,1,2,6,2,5,13,1,2,2,2,2,2,2,2,3,2,3,1,3,2,1,96,1,2,506.6186,11SEP2023
72898,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,2,2,2,96,2,2,96,6,6,6,6,6,6,3,1,6,1,6,24,3,2,2,2,2,2,2,3,4,2,3,2,2,3,3,96,1,1,5232.3019,11SEP2023
72899,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,6,35,3,2,2,2,2,1,1,2,3,2,3,2,3,3,1,96,2,2,5895.9141,11SEP2023
72900,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,2,1,99,99,2,1,5,2,2,1,2,2,1,2,1,1,1,3,3,1,2,96,2,1,4,2,1,1,2,2,2,1,3,4,1,2,35,9,9,9,9,2,2,2,3,4,1,2,1,2,2,1,96,1,1,1794.0948,11SEP2023
72901,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,1459.7182,11SEP2023
72902,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,5,2,2,35,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,1,2,2001.0826,11SEP2023
72903,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,1,2,6,35,1,2,2,2,2,2,2,3,4,2,3,2,3,3,6,96,1,2,5974.1326,11SEP2023
72904,1,1,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,3,4,4,4,4,1,1,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,1,1,96,1,96,2,1,2,2,1,1,1,2,1,2,3,5,1,1,59,9,9,9,9,2,4,3,3,4,1,2,2,1,3,2,96,1,1,631.4297,11SEP2023
72905,1,1,2,1,1,6,96,0,0,1,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,6,0,0,3,2,2,3,1,2,2,1,2,2,2,2,1,2,1,96,2,96,2,1,3,2,5,1,2,2,2,2,2,2,2,1,59,9,9,9,9,2,4,5,1,2,1,2,1,1,1,2,1,1,1,657.5775,11SEP2023
72906,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,9,99,2,7,35,1,2,2,9,2,9,9,3,4,2,3,2,3,3,6,96,9,2,2702.4154,11SEP2023
72907,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,3,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,3,1,2,96,2,2,96,6,6,6,6,6,6,3,2,4,1,2,48,9,9,9,9,1,1,2,3,4,2,3,2,2,3,3,96,1,1,757.9374,11SEP2023
72908,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,3,1,9,3,1,1,2,1,1,2,1,3,1,2,1,96,2,96,1,1,4,2,2,1,2,2,2,1,2,2,1,2,12,9,9,9,9,2,2,3,3,4,1,2,1,1,1,1,96,1,1,687.6288,11SEP2023
72909,1,2,1,6,1,6,96,1,1,1,1,1,1,1,3,2,6,6,2,2,1,2,2,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,7,2,6,47,1,2,2,9,2,3,3,1,1,2,3,2,3,3,1,1,1,2,2177.6419,11SEP2023
72910,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,2,35,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,2,2,1793.3555,11SEP2023
72911,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,2,1,0,0,1,1,2,3,2,2,1,2,2,1,1,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,1,47,9,9,9,9,1,4,5,3,4,2,3,1,3,2,2,96,1,2,740.6936,11SEP2023
72912,1,2,1,6,1,6,96,4,4,4,4,4,4,4,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,1,96,2,96,2,2,96,6,6,6,6,6,6,1,4,7,1,7,10,1,2,9,2,1,5,1,1,1,2,3,2,1,3,1,5,2,1,373.9308,11SEP2023
72913,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,1,1,48,9,9,9,9,2,2,3,3,4,2,3,2,3,3,2,96,1,2,1121.5546,11SEP2023
72914,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,46,9,9,9,9,2,3,3,3,4,2,3,2,3,3,6,96,2,2,877.4123,11SEP2023
72915,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,47,2,2,2,2,2,3,1,3,4,2,3,2,3,3,6,96,2,2,818.4449,11SEP2023
72916,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,1,48,9,9,9,9,2,3,4,3,4,2,3,2,3,3,6,96,1,2,963.0134,11SEP2023
72917,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,59,9,9,9,9,1,2,5,3,4,2,3,2,3,3,6,96,2,2,662.7989,11SEP2023
72918,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,2,4,7,2,1,35,9,9,9,9,2,4,4,3,4,2,3,2,3,3,2,96,2,2,1400.9842,11SEP2023
72919,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,1,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,6,1,4,46,1,2,2,2,2,4,3,2,3,2,3,2,3,3,1,96,1,2,1463.3594,11SEP2023
72920,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,1,0,0,3,2,9,2,2,2,1,2,2,1,2,3,1,2,4,96,6,96,2,1,3,3,6,2,2,2,1,2,3,6,2,1,59,9,9,9,9,2,1,3,3,4,2,3,1,3,1,2,96,1,2,969.5587,11SEP2023
72921,1,2,1,6,1,6,96,2,2,2,2,1,1,1,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,1,5,24,2,2,2,1,2,3,3,1,1,2,3,2,3,3,1,2,1,2,4629.8572,11SEP2023
72922,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,2,2,7,46,1,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,1,2,851.7792,11SEP2023
72923,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,7,24,2,2,2,2,1,2,1,3,4,2,3,2,3,3,6,96,1,2,2842.3173,11SEP2023
72924,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,35,1,2,2,2,2,3,1,3,4,2,3,2,3,3,6,96,2,2,5940.7802,11SEP2023
72925,1,2,2,1,1,6,96,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,99,99,3,1,5,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,4,2,2,1,1,2,1,3,2,1,2,2,59,9,9,9,9,2,3,4,1,2,1,2,1,2,1,1,1,1,1,842.9231,11SEP2023
72926,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,4,35,3,2,1,2,2,2,2,3,4,2,3,2,3,3,6,96,1,2,5303.7794,11SEP2023
72927,1,2,2,4,1,6,96,0,0,1,1,1,0,0,4,2,6,6,2,2,2,1,2,4,4,4,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,1,96,2,96,2,1,5,3,6,1,2,2,2,3,3,5,2,3,48,2,1,2,2,2,2,3,1,2,2,3,2,1,3,3,1,1,1,6498.3676,11SEP2023
72928,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,4,10,1,2,2,2,2,3,1,3,4,2,3,2,3,3,6,96,2,2,929.6071,11SEP2023
72929,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,3,1,96,2,96,2,2,96,6,6,6,6,6,6,3,1,1,1,6,24,3,2,2,2,2,1,1,3,4,2,3,2,1,3,3,96,1,1,5232.3019,11SEP2023
72930,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,10,1,2,2,9,2,3,3,2,3,2,3,2,3,3,1,96,2,2,1670.8076,11SEP2023
72931,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,3,1,3,4,2,3,2,3,3,2,96,2,2,1444.4765,11SEP2023
72932,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,1447.1703,11SEP2023
