PUMFID,TBC_05A,TBC_05BR,TBC_10AR,TBC_10BR,TBC_15,TBC_20R,TBC_25QR,TBC_30AR,TBC_30BR,TBC_30CR,TBC_30DR,TBC_30ER,TBC_30FR,TBC_30GR,TBC_35,TBC_40,TBC_41A,TBC_41BR,TBC_45AR,TBC_45B,TBC_45F,TBC_45GR,TBC_50R,OTP_05AR,OTP_05BR,OTP_05CR,OTP_05DR,OTP_05ER,VAP_05AR,VAP_05BR,VAP_10R,VAP_15AR,VAP_15BR,VAP_15CR,VAP_20R,VAP_21R,VAP_30R,VAP_35R,VAP_40A,VAP_40BR,VAP_40HR,VAP_41A,VAP_41BR,VAP_41IR,VAP_45R,VAP_60,CAN_05A,CAN_05BR,CAN_10A,CAN_10BR,CAN_15AR,CAN_15BR,CAN_17R,CAN_20A,CAN_20BR,CAN_25AR,CAN_25BR,CAN_30AR,CAN_30BR,CAN_30CR,CAN_30G,IU_05R,ALC_05,ALC_10R,GENDER,AGEGROUP,PROV_C,ED_05R,INDFLGR,PGDVFLR,SORFLGR,LTC_10R,GEN_01,GEN_05,DV_SS,DV_SSB,DV_VC30,DV_VC30B,DV_VP30R,DVCAN30B,DVVP30BR,FIRSTTRR,CIGWAVR,DV_ALC30,DV_CAN30,WTPP,VERDATE
68672,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,48,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,759.3814,11SEP2023
68673,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,7,10,2,2,2,2,2,2,2,3,4,2,3,2,3,3,3,96,1,2,950.8449,11SEP2023
68674,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,3,2,6,10,1,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,1,2,978.9792,11SEP2023
68675,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,6,2,2,24,9,9,9,9,2,1,2,3,4,2,3,2,3,3,6,96,1,2,924.8861,11SEP2023
68676,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,4,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,3,1,2,96,2,2,96,6,6,6,6,6,6,1,2,6,2,3,13,2,2,1,2,2,5,5,2,3,2,3,2,2,3,1,96,1,1,1052.4366,11SEP2023
68677,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,7,2,6,35,1,2,2,2,1,3,2,2,3,2,3,2,3,3,1,96,1,2,2674.6949,11SEP2023
68678,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,4,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,1,7,46,1,2,2,2,2,3,4,2,3,2,3,2,3,3,1,96,2,2,2871.8412,11SEP2023
68679,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,2,2,2,1,1,48,9,9,9,9,2,1,3,3,4,2,3,2,3,3,2,96,1,2,986.676,11SEP2023
68680,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,2,4,7,1,2,47,9,9,9,9,2,1,1,3,4,2,3,2,3,3,2,96,2,2,388.1573,11SEP2023
68681,1,1,1,6,1,6,96,2,2,2,2,2,2,2,2,2,6,6,2,2,1,2,2,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,1,2,1,2,96,2,1,5,2,1,1,2,2,2,1,1,1,1,3,46,1,2,2,1,1,3,4,1,1,1,2,2,2,3,1,2,1,1,1599.3906,11SEP2023
68682,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,4,2,7,13,1,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,1,2,904.9883,11SEP2023
68683,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,9,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,1,2,96,6,6,6,6,6,6,6,3,3,1,6,59,2,2,2,2,2,2,1,3,4,2,3,2,3,3,3,96,1,2,3229.5448,11SEP2023
68684,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,4,96,6,96,2,1,3,3,6,2,2,2,1,2,2,5,1,1,24,9,9,9,9,2,1,1,3,4,2,3,2,3,3,2,96,1,2,729.659,11SEP2023
68685,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,48,9,9,9,9,2,3,3,3,4,2,3,2,3,3,6,96,2,2,668.0846,11SEP2023
68686,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,1,1,35,9,9,9,9,2,3,3,3,4,2,3,2,3,3,2,96,1,2,1432.2195,11SEP2023
68687,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,1428.8035,11SEP2023
68688,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,2,24,9,9,9,9,1,1,2,3,4,2,3,2,3,3,6,96,2,2,1030.3643,11SEP2023
68689,1,3,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,4,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,1,5,3,6,2,2,2,1,3,4,5,2,3,13,2,2,2,1,2,2,3,2,3,2,3,2,3,3,3,96,2,2,1052.4366,11SEP2023
68690,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,4,10,1,2,2,2,2,3,3,2,3,2,3,2,3,3,1,96,2,2,760.8847,11SEP2023
68691,1,1,4,6,1,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,1,4,96,6,96,2,1,3,3,6,2,1,2,1,1,3,4,2,3,47,1,2,2,2,2,3,3,2,3,2,3,2,3,3,1,96,1,2,3662.0295,11SEP2023
68692,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,3,1,2,96,2,1,3,3,6,2,2,1,2,3,4,6,1,2,47,9,9,9,9,2,2,3,3,4,2,3,2,2,3,2,96,2,1,683.0323,11SEP2023
68693,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,4,47,3,2,1,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,1262.788,11SEP2023
68694,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,59,3,2,1,2,2,2,1,3,4,2,3,2,3,3,6,96,2,2,6393.3488,11SEP2023
68695,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,3,47,3,2,1,1,2,3,3,3,4,2,3,2,3,3,6,96,2,2,4473.6766,11SEP2023
68696,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,1,96,2,96,2,1,4,1,6,1,2,2,2,6,1,1,2,3,35,1,2,2,2,2,2,3,3,4,1,1,2,1,3,3,96,1,1,9091.4503,11SEP2023
68697,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,3,1,2,96,1,2,96,6,6,6,6,6,6,3,2,4,1,2,12,9,9,9,9,2,1,2,3,4,2,3,2,2,3,3,96,1,1,685.8195,11SEP2023
68698,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,1,6,47,2,2,2,2,2,2,2,3,4,2,3,2,3,3,6,96,1,2,1326.51,11SEP2023
68699,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,24,9,9,9,9,1,2,2,3,4,2,3,2,3,3,6,96,2,2,669.4866,11SEP2023
68700,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,3,2,2,2,1,2,2,1,2,2,2,3,1,2,4,96,6,96,2,1,3,3,6,2,1,2,1,1,2,3,2,2,59,9,9,9,9,2,3,3,3,4,2,3,1,3,1,1,96,1,2,1137.4902,11SEP2023
68701,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,6,12,3,2,2,2,2,2,3,3,4,2,3,2,3,3,1,96,2,2,564.0929,11SEP2023
68702,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,6,2,6,24,2,2,2,2,2,2,1,2,3,2,3,2,3,3,1,96,1,2,4853.8937,11SEP2023
68703,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,10,9,9,9,9,2,3,2,3,4,2,3,2,3,3,6,96,2,2,362.9227,11SEP2023
68704,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,6,2,4,1,2,11,9,9,9,9,2,1,2,3,4,2,3,2,3,3,3,96,1,2,241.7491,11SEP2023
68705,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,35,2,2,1,1,2,3,2,3,4,2,3,2,3,3,6,96,2,2,4580.2518,11SEP2023
68706,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,6,46,3,2,2,2,2,1,1,3,4,2,3,2,3,3,6,96,1,2,1198.248,11SEP2023
68707,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,48,9,9,9,9,2,2,3,3,4,2,3,2,3,3,2,96,2,2,662.7612,11SEP2023
68708,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,35,3,2,1,2,2,3,2,3,4,2,3,2,3,3,6,96,2,2,6025.8488,11SEP2023
68709,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,7,2,1,59,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,1,2,647.4277,11SEP2023
68710,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,5,48,3,2,2,2,2,1,1,3,4,2,3,2,3,3,6,96,1,2,5422.6418,11SEP2023
68711,1,2,2,1,2,6,96,1,99,99,99,99,99,99,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,3,1,2,3,1,2,2,1,2,2,2,3,1,2,2,2,1,2,1,1,4,3,6,2,1,2,2,2,2,2,1,2,12,9,9,9,9,2,3,3,1,2,2,3,1,2,1,2,99,1,1,359.8873,11SEP2023
68712,1,1,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,1,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,6,2,2,24,9,9,9,9,2,2,4,3,4,2,3,2,3,3,1,96,1,2,849.1922,11SEP2023
68713,1,1,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,1,4,96,6,96,2,1,3,3,6,1,1,2,2,3,2,4,2,2,12,9,9,9,9,2,3,4,3,4,2,3,2,3,3,1,96,1,2,520.7427,11SEP2023
68714,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,47,9,9,9,9,2,5,5,3,4,2,3,2,3,3,6,96,2,2,470.5284,11SEP2023
68715,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,3,59,3,2,1,2,2,2,2,3,4,2,3,2,3,3,6,96,2,2,8540.5966,11SEP2023
68716,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,1,96,2,96,2,2,96,6,6,6,6,6,6,1,2,3,1,7,24,1,2,2,2,2,3,2,2,3,2,3,2,1,3,1,96,1,1,3619.6106,11SEP2023
68717,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,1,2,1,96,2,96,1,1,4,1,6,1,2,2,2,2,4,6,1,2,47,9,9,9,9,2,1,1,3,4,1,1,2,1,3,2,96,2,1,449.8313,11SEP2023
68718,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,6,1,7,48,2,2,2,2,2,4,2,3,4,2,3,2,3,3,6,96,1,2,2505.8011,11SEP2023
68719,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,3,4,4,4,1,2,1,6,0,0,3,1,2,3,1,2,2,1,2,2,2,2,1,2,1,96,2,96,2,1,3,2,1,1,2,2,2,3,4,7,1,2,35,9,9,9,9,2,2,1,3,4,1,2,1,1,1,3,96,2,1,2001.99,11SEP2023
68720,1,3,2,1,1,6,96,0,0,0,0,1,0,0,1,6,6,6,6,6,6,6,6,4,4,4,3,4,1,3,2,1,0,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,3,1,2,96,2,1,4,3,6,2,2,2,1,3,2,3,1,3,46,3,2,2,2,2,3,2,1,2,2,3,1,2,2,3,1,1,1,2254.4771,11SEP2023
68721,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,6,48,1,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,2,2,2338.9011,11SEP2023
68722,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,47,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,2,2,718.513,11SEP2023
68723,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,6,1,7,13,1,2,2,2,1,4,3,3,4,2,3,2,3,3,6,96,1,2,854.089,11SEP2023
68724,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,6,2,6,12,2,2,2,2,2,2,2,2,3,2,3,2,3,3,1,96,1,2,468.4348,11SEP2023
68725,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,2,1,2,2,1,2,2,1,2,2,1,3,1,2,3,1,2,96,2,2,96,6,6,6,6,6,6,2,3,5,1,2,10,9,9,9,9,1,3,4,3,4,2,3,1,2,1,2,96,1,1,334.9923,11SEP2023
68726,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,6,46,3,2,2,2,2,2,2,3,4,2,3,2,3,3,6,96,2,2,828.3306,11SEP2023
68727,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,2,0,0,3,1,3,3,2,2,1,2,2,1,2,2,1,1,2,4,1,96,2,1,2,2,4,2,1,2,1,2,3,4,1,1,35,9,9,9,9,1,3,4,3,4,1,2,1,2,1,2,96,1,1,1454.8766,11SEP2023
68728,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,4,96,6,96,2,1,3,3,6,2,1,2,2,2,3,6,2,1,35,9,9,9,9,2,2,4,3,4,2,3,2,3,3,2,96,1,2,1358.4394,11SEP2023
68729,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,5,2,4,24,2,2,2,2,2,2,2,3,4,2,3,2,3,3,1,96,1,2,2733.2258,11SEP2023
68730,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,3,1,2,96,2,1,3,3,6,1,2,2,2,2,2,6,1,1,10,9,9,9,9,2,3,4,3,4,2,3,2,2,3,2,96,1,1,373.92,11SEP2023
68731,1,3,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,7,12,1,2,2,2,2,3,3,2,3,2,3,2,3,3,1,96,2,2,882.0002,11SEP2023
68732,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,1,2,48,9,9,9,9,2,2,1,3,4,2,3,2,3,3,6,96,2,2,824.6748,11SEP2023
68733,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,2,35,9,9,9,9,2,3,3,3,4,2,3,2,3,3,6,96,2,2,1797.9015,11SEP2023
68734,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,46,9,9,9,9,2,1,1,3,4,2,3,2,3,3,2,96,2,2,580.2479,11SEP2023
68735,1,2,2,1,2,6,96,99,99,99,99,99,99,99,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,6,0,0,3,1,10,5,1,2,2,1,2,2,2,3,1,1,2,4,1,3,2,1,3,2,4,1,1,2,1,3,3,6,2,1,59,9,9,9,9,2,3,4,1,2,1,2,1,2,1,3,99,1,1,902.9162,11SEP2023
68736,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,1,7,1,7,11,2,2,2,2,2,1,1,2,3,2,3,2,3,3,1,96,1,2,188.7724,11SEP2023
68737,1,1,1,6,1,6,96,4,4,4,4,4,4,4,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,6,2,4,35,1,2,2,2,2,2,3,1,1,2,3,2,3,3,1,5,2,2,6886.3741,11SEP2023
68738,1,2,1,6,1,6,96,1,1,1,1,1,1,1,4,2,6,6,1,1,2,2,2,4,4,4,4,4,1,5,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,4,1,96,2,96,2,1,6,2,2,1,2,2,2,1,4,7,1,4,59,3,2,1,2,2,1,1,1,1,1,2,2,1,3,1,1,2,1,6107.8475,11SEP2023
68739,1,3,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,4,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,1,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,1,3,6,1,3,59,2,2,1,2,2,1,1,2,3,2,3,2,3,3,1,96,1,2,12810.8948,11SEP2023
68740,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,6,0,0,3,1,2,3,2,2,1,2,2,1,2,1,1,2,3,1,2,96,2,1,3,2,1,2,2,2,1,2,3,4,2,1,10,9,9,9,9,2,2,2,3,4,1,2,1,2,1,2,96,1,1,307.5912,11SEP2023
68741,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,2,1,48,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,1,2,661.7462,11SEP2023
68742,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,3,12,2,2,1,2,2,2,2,3,4,2,3,2,3,3,6,96,1,2,2632.261,11SEP2023
68743,1,2,4,6,1,1,3,1,2,2,1,1,2,2,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,4,2,4,11,1,2,2,2,2,1,1,2,3,2,3,2,3,3,1,2,1,2,107.3335,11SEP2023
